filename,timestamp,label,gesture_name
data/raw/images/20250405_155829_neutral_label0\img_0000.jpg,1743839931.9823344,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0001.jpg,1743839932.5019755,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0002.jpg,1743839933.017785,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0003.jpg,1743839933.535489,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0004.jpg,1743839934.0457842,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0005.jpg,1743839934.5663285,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0006.jpg,1743839935.079965,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0007.jpg,1743839935.6000915,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0008.jpg,1743839936.111865,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0009.jpg,1743839936.6297073,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0010.jpg,1743839937.1450975,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0011.jpg,1743839937.6584918,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0012.jpg,1743839938.1749563,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0013.jpg,1743839938.689621,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0014.jpg,1743839939.2069564,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0015.jpg,1743839939.7219489,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0016.jpg,1743839940.237744,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0017.jpg,1743839940.751488,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0018.jpg,1743839941.2700837,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0019.jpg,1743839941.7838173,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0020.jpg,1743839942.2977777,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0021.jpg,1743839942.8114974,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0022.jpg,1743839943.3295116,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0023.jpg,1743839943.845532,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0024.jpg,1743839944.3612268,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0025.jpg,1743839944.8750796,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0026.jpg,1743839945.3961897,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0027.jpg,1743839945.9080772,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0028.jpg,1743839946.4257765,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0029.jpg,1743839946.9395645,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0030.jpg,1743839947.4543073,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0031.jpg,1743839947.972725,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0032.jpg,1743839948.4876714,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0033.jpg,1743839949.0013032,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0034.jpg,1743839949.5168202,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0035.jpg,1743839950.0369515,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0036.jpg,1743839950.5526295,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0037.jpg,1743839951.0652301,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0038.jpg,1743839951.5854182,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0039.jpg,1743839952.1003063,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0040.jpg,1743839952.6159613,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0041.jpg,1743839953.130784,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0042.jpg,1743839953.647847,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0043.jpg,1743839954.162645,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0044.jpg,1743839954.6756446,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0045.jpg,1743839955.1942391,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0046.jpg,1743839955.7106686,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0047.jpg,1743839956.2254045,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0048.jpg,1743839956.7436974,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0049.jpg,1743839957.2509463,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0050.jpg,1743839957.7683177,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0051.jpg,1743839958.2726176,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0052.jpg,1743839958.7973094,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0053.jpg,1743839959.3146427,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0054.jpg,1743839959.8321717,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0055.jpg,1743839960.350832,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0056.jpg,1743839960.8629305,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0057.jpg,1743839961.3799498,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0058.jpg,1743839961.8962069,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0059.jpg,1743839962.4123983,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0060.jpg,1743839962.9311728,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0061.jpg,1743839963.4421988,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0062.jpg,1743839963.9685092,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0063.jpg,1743839964.4753404,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0064.jpg,1743839964.9933581,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0065.jpg,1743839965.5099692,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0066.jpg,1743839966.0259607,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0067.jpg,1743839966.5434983,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0068.jpg,1743839967.0603344,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0069.jpg,1743839967.5759273,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0070.jpg,1743839968.0888224,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0071.jpg,1743839968.608334,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0072.jpg,1743839969.1205957,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0073.jpg,1743839969.6392186,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0074.jpg,1743839970.1528025,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0075.jpg,1743839970.672676,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0076.jpg,1743839971.1860693,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0077.jpg,1743839971.7011418,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0078.jpg,1743839972.2196167,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0079.jpg,1743839972.735071,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0080.jpg,1743839973.2506878,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0081.jpg,1743839973.7627516,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0082.jpg,1743839974.2801893,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0083.jpg,1743839974.7960544,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0084.jpg,1743839975.309297,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0085.jpg,1743839975.8293223,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0086.jpg,1743839976.3423603,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0087.jpg,1743839976.8614535,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0088.jpg,1743839977.3752859,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0089.jpg,1743839977.8902667,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0090.jpg,1743839978.4079244,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0091.jpg,1743839978.9204633,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0092.jpg,1743839979.439025,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0093.jpg,1743839979.9541402,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0094.jpg,1743839980.470253,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0095.jpg,1743839980.986165,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0096.jpg,1743839981.500341,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0097.jpg,1743839982.0149148,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0098.jpg,1743839982.534658,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0099.jpg,1743839983.0474586,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0100.jpg,1743839983.5654335,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0101.jpg,1743839984.0788124,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0102.jpg,1743839984.5942883,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0103.jpg,1743839985.1105487,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0104.jpg,1743839985.6299143,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0105.jpg,1743839986.1395872,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0106.jpg,1743839986.6597188,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0107.jpg,1743839987.176318,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0108.jpg,1743839987.6915538,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0109.jpg,1743839988.2082424,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0110.jpg,1743839988.7179086,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0111.jpg,1743839989.2381244,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0112.jpg,1743839989.7550128,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0113.jpg,1743839990.2684436,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0114.jpg,1743839990.7821684,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0115.jpg,1743839991.2999008,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0116.jpg,1743839991.816316,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0117.jpg,1743839992.3327012,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0118.jpg,1743839992.8464518,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0119.jpg,1743839993.3647447,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0120.jpg,1743839993.8807094,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0121.jpg,1743839994.3971684,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0122.jpg,1743839994.909903,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0123.jpg,1743839995.4267535,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0124.jpg,1743839995.941535,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0125.jpg,1743839996.453776,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0126.jpg,1743839996.9721336,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0127.jpg,1743839997.489444,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0128.jpg,1743839998.0043154,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0129.jpg,1743839998.5188231,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0130.jpg,1743839999.034073,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0131.jpg,1743839999.554999,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0132.jpg,1743840000.0705187,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0133.jpg,1743840000.5828445,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0134.jpg,1743840001.1017444,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0135.jpg,1743840001.6136053,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0136.jpg,1743840002.1339004,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0137.jpg,1743840002.6448932,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0138.jpg,1743840003.1640255,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0139.jpg,1743840003.6768823,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0140.jpg,1743840004.1835191,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0141.jpg,1743840004.7089038,0,neutral
data/raw/images/20250405_155829_neutral_label0\img_0142.jpg,1743840005.2078571,0,neutral
